timestamp,pid,comm,state,vmrss_kib,vmswap_kib,vmsize_kib,vmhwm_kib,vmpeak_kib,majflt,memavailable_kib,system_swap_used_kib,pswpin_pages,pswpout_pages
2026-07-18T01:00:49-04:00,1778500,python,D,249228544,100045276,386371216,249682312,386371216,2134828,1129612,161973616,36449619,76100852
2026-07-18T01:00:54-04:00,1778500,python,D,248852636,101064212,386371216,249682312,386371216,2154949,1492212,163263716,36610537,76423377
2026-07-18T01:00:59-04:00,1778500,python,D,248853008,100267136,386371216,249682312,386371216,2182331,1498796,163263716,36829488,76423377
2026-07-18T01:01:04-04:00,1778500,python,D,249253296,100628704,386371216,249682312,386371216,2206143,1138268,164101352,37019927,76632786
2026-07-18T01:01:09-04:00,1778500,python,D,248665788,100401048,386371216,249682312,386371216,2233056,1635640,164734656,37235245,76791112
2026-07-18T01:01:14-04:00,1778500,python,D,249245412,100595128,386371216,249682312,386371216,2257062,1124940,165716568,37427231,77037410
2026-07-18T01:01:19-04:00,1778500,python,D,248167152,100832032,386371216,249682312,386371216,2283268,2165612,166772352,37636954,77300536
2026-07-18T01:01:24-04:00,1778500,python,R,249262992,100582612,386371216,249682312,386371216,2309697,1105068,167389224,37848382,77455876
2026-07-18T01:01:29-04:00,1778500,python,R,249165512,105993140,395627832,249682312,395627832,2318464,1140140,172151412,37918405,78645301
2026-07-18T01:01:34-04:00,1778500,python,R,248920236,115033516,401093480,249682312,401093480,2318464,1405040,181186668,37918410,80904814
2026-07-18T01:01:40-04:00,1778500,python,R,248767776,122819784,417490420,249682312,417490420,2318466,1440600,188449676,37918421,82721144
2026-07-18T01:01:45-04:00,1778500,python,R,249089464,129956520,417490420,249682312,417490420,2318466,1139408,195512020,37918440,84486671
2026-07-18T01:01:50-04:00,1778500,python,R,242243196,134689712,433887356,249682312,433887356,2318491,7923904,199379960,37918494,85452681
2026-07-18T01:01:55-04:00,1778500,python,R,230740064,135215188,433920124,249682312,433920124,2318561,19290120,199905728,37918591,85584123
2026-07-18T01:02:00-04:00,1778500,python,D,220232028,135067216,451458468,249682312,451458468,2324584,29105532,199905596,37955710,85584123
2026-07-18T01:02:05-04:00,1778500,python,D,221419336,134361056,451458468,249682312,451458468,2348740,28187836,199905596,38132442,85584123
2026-07-18T01:02:10-04:00,1778500,python,R,222780788,133534280,451458468,249682312,451458468,2377033,26854668,199905596,38339076,85584123
2026-07-18T01:02:15-04:00,1778500,python,D,224592016,132524384,453133148,249682312,453133148,2410470,25391344,199905596,38591894,85584123
2026-07-18T01:02:20-04:00,1778500,python,D,227083120,131278880,453133148,249682312,453133148,2449370,22899804,199905596,38902931,85584123
2026-07-18T01:02:25-04:00,1778500,python,D,227482088,130611516,451458468,249682312,453133148,2476129,22506636,199905592,39069731,85584123
2026-07-18T01:02:30-04:00,1778500,python,D,229218352,129812076,453133148,249682312,453133148,2502233,20766160,199905592,39269695,85584123
2026-07-18T01:02:35-04:00,1778500,python,D,230872016,128985836,453133148,249682312,453133148,2528055,19119356,199905592,39476279,85584123
2026-07-18T01:02:40-04:00,1778500,python,D,232474584,128184004,453133148,249682312,453133148,2553118,17506912,199905592,39676772,85584123
2026-07-18T01:02:45-04:00,1778500,python,D,234199968,127320828,453133148,249682312,453133148,2580101,15775032,199905592,39892554,85584123
2026-07-18T01:02:50-04:00,1778500,python,D,235821516,126510320,453133148,249682312,453133148,2605434,14130928,199905592,40095140,85584123
2026-07-18T01:02:55-04:00,1778500,python,D,237545040,125648940,453133148,249682312,453133148,2632356,12412040,199905592,40310547,85584123
2026-07-18T01:03:00-04:00,1778500,python,D,238076288,124824016,451458468,249682312,453133148,2663337,11581100,199905592,40516701,85584123
2026-07-18T01:03:05-04:00,1778500,python,D,240106272,123933500,453133148,249682312,453133148,2693423,9764392,199905592,40739486,85584123
2026-07-18T01:03:10-04:00,1778500,python,D,241870912,123051676,453133148,249682312,453133148,2720977,8047656,199905592,40959891,85584123
2026-07-18T01:03:15-04:00,1778500,python,D,242264292,122290772,451458468,249682312,453133148,2750209,7657144,199905592,41149976,85584123
2026-07-18T01:03:20-04:00,1778500,python,D,244069476,121496152,453133148,249682312,453133148,2777658,5849980,199905592,41348629,85584123
2026-07-18T01:03:25-04:00,1778500,python,R,245807012,120626904,453133148,249682312,453133148,2804824,4105992,199905592,41565978,85584123
2026-07-18T01:03:30-04:00,1778500,python,D,247496588,119781168,453133148,249682312,453133148,2831262,2427368,199905592,41777447,85584123
2026-07-18T01:03:35-04:00,1778500,python,D,248582132,119582312,453133148,249682312,453133148,2858987,1629120,200593720,41999259,85756155
2026-07-18T01:03:40-04:00,1778500,python,D,249340532,119649328,453133148,249682312,453133148,2884624,971212,201492756,42204196,85981888
2026-07-18T01:03:45-04:00,1778500,python,D,247990376,120054652,453133148,249682312,453133148,2910969,2295036,202729184,42415048,86290021
2026-07-18T01:03:50-04:00,1778500,python,D,247967664,119382884,453133148,249682312,453133148,2938174,2297196,202927568,42632625,86339617
2026-07-18T01:03:55-04:00,1778500,python,D,249328540,118842412,453133148,249682312,453133148,2963688,1010104,203225880,42836617,86415355
2026-07-18T01:04:00-04:00,1778500,python,D,247922336,119143232,453133148,249682312,453133148,2985379,2380840,204198496,43010159,86657349
2026-07-18T01:04:05-04:00,1778500,python,D,249266704,118319120,453133148,249682312,453133148,3011144,1012860,204198496,43216246,86657349
2026-07-18T01:04:10-04:00,1778500,python,D,248498780,117574704,451458468,249682312,453133148,3037693,1773148,204198496,43402288,86657349
2026-07-18T01:04:15-04:00,1778500,python,D,249172648,116854616,453133148,249682312,453133148,3065241,1091508,204198496,43582374,86657349
